0, 27907
0, 28040
0, 28908
0, 28108
0, 28982
0, 28092
0, 28285
0, 28361
0, 28758
0, 28439
0, 28062
0, 28599
0, 27934
0, 28232
0, 27835
0, 27864
0, 27920
0, 27949
0, 28272
0, 27808
0, 27881
0, 27974
0, 31165
0, 28336
0, 28006
0, 27967
0, 27902
0, 28029
0, 28035
0, 27916
0, 28788
0, 27915
0, 27933
0, 27975
0, 28085
0, 27980
0, 27857
0, 28035
0, 27828
0, 27820
0, 27929
0, 27809
0, 27906
0, 28952
0, 30079
0, 30524
0, 28218
0, 28256
0, 27787
0, 27938
0, 27830
0, 28231
0, 27867
0, 27820
0, 27849
0, 27958
0, 28027
0, 28044
0, 28539
0, 28650
0, 27810
0, 27898
0, 28053
0, 27809
0, 27750
0, 30039
0, 27912
0, 29289
0, 27944
0, 28428
0, 28866
0, 27845
0, 27797
0, 28542
0, 27862
0, 28082
0, 27820
0, 28001
0, 27989
0, 28873
0, 31095
0, 27792
0, 27834
0, 27832
0, 27857
0, 27868
0, 27870
0, 27825
0, 28092
0, 27789
0, 27899
0, 28063
0, 27860
0, 27742
0, 27957
0, 27820
0, 27999
0, 27891
0, 28038
0, 27839
0, 28514
0, 27746
0, 29092
1, 28049
1, 27633
1, 28184
1, 27933
1, 27637
1, 27506
1, 27969
1, 27568
1, 28035
1, 27502
1, 29027
1, 29019
1, 29259
1, 28263
1, 28308
1, 28691
1, 28229
1, 28126
1, 28949
1, 28259
1, 27534
1, 27546
1, 27392
1, 27483
1, 27465
1, 27691
1, 27591
1, 27518
1, 27663
1, 27497
1, 27690
1, 27413
1, 27475
1, 27387
1, 27722
1, 27558
1, 27443
1, 27453
1, 27909
1, 27510
1, 27509
1, 27456
1, 27594
1, 27629
1, 27694
1, 27932
1, 27501
1, 27447
1, 27490
1, 27492
1, 27932
1, 28093
1, 27558
1, 27518
1, 27472
1, 27936
1, 27959
1, 29318
1, 28835
1, 27417
1, 27485
1, 28122
1, 27348
1, 27519
1, 27348
1, 27343
1, 27688
1, 27682
1, 27739
1, 27487
1, 27452
1, 28075
1, 27685
1, 27447
1, 27426
1, 27568
1, 27500
1, 27355
1, 29389
1, 27908
1, 27515
1, 28057
1, 28452
1, 27876
1, 27585
1, 27351
1, 27338
1, 27451
1, 27511
1, 27387
1, 27587
1, 27429
1, 27469
1, 30549
1, 27722
1, 28052
1, 27665
1, 27504
1, 27587
1, 27821
1, 27426
1, 27412
1, 27461
1, 27512
1, 27680
1, 27617
1, 27418
1, 27540
1, 27442
1, 27443
1, 27397
1, 27373
1, 27455
1, 27372
1, 27476
1, 27359
2, 27911
2, 27859
2, 27543
2, 27898
2, 28261
2, 28410
2, 27644
2, 27950
2, 27496
2, 27550
2, 28635
2, 28011
2, 28350
2, 28470
2, 28503
2, 27998
2, 28370
2, 27915
2, 28033
2, 28460
2, 27106
2, 27166
2, 27392
2, 27143
2, 27439
2, 27230
2, 27231
2, 27822
2, 27164
2, 27158
2, 27195
2, 27122
2, 27176
2, 27240
2, 27247
2, 27411
2, 27886
2, 28171
2, 27242
2, 27124
2, 27183
2, 27298
2, 27439
2, 27127
2, 27162
2, 27040
2, 27166
2, 27062
2, 27943
2, 27622
2, 27074
2, 28436
2, 30390
2, 27131
2, 27877
2, 27203
2, 27045
2, 27224
2, 27225
2, 27119
2, 27247
2, 27668
2, 28350
2, 27338
2, 27103
2, 27332
2, 28833
2, 27199
2, 27148
2, 27078
2, 27292
2, 27612
2, 29258
2, 27856
2, 27988
2, 27302
2, 27894
2, 27597
2, 27167
2, 27098
2, 27355
2, 27348
2, 27680
2, 27341
2, 27280
2, 27437
2, 27135
2, 30148
2, 28209
2, 27187
2, 27123
2, 27233
2, 27274
2, 27129
2, 27098
2, 27120
2, 27100
2, 27352
2, 27410
2, 27201
2, 27130
2, 27441
2, 27250
2, 27088
2, 27239
2, 27159
2, 27421
2, 27768
2, 27136
2, 27350
3, 27731
3, 27820
3, 28735
3, 28576
3, 27257
3, 27779
3, 27410
3, 27741
3, 27232
3, 29397
3, 28076
3, 28381
3, 27688
3, 27483
3, 27030
3, 27514
3, 26974
3, 27287
3, 27015
3, 26988
3, 27004
3, 27492
3, 27031
3, 27066
3, 27264
3, 27168
3, 26995
3, 27045
3, 27488
3, 27091
3, 27212
3, 26926
3, 26957
3, 27461
3, 27077
3, 26996
3, 26917
3, 26889
3, 26967
3, 26967
3, 26879
3, 27268
3, 26955
3, 26921
3, 26977
3, 26994
3, 27514
3, 27053
3, 27787
3, 26906
3, 26896
3, 27080
3, 27607
3, 27871
3, 47542
3, 27354
3, 26883
3, 26923
3, 26940
3, 27082
3, 27338
3, 26976
3, 26951
3, 27168
3, 27288
3, 27053
3, 26937
3, 27512
3, 27524
3, 26960
3, 27043
3, 27018
3, 26988
3, 27198
3, 27439
3, 27568
3, 27820
3, 27140
3, 27668
3, 27053
3, 27003
3, 26991
3, 27121
3, 26954
3, 26934
3, 27408
3, 27160
3, 27364
3, 29491
3, 27013
3, 27030
3, 26956
3, 27023
3, 27055
3, 26916
3, 26889
3, 27111
3, 27093
3, 26949
3, 26934
3, 27762
3, 27447
3, 27059
3, 27062
3, 27766
3, 27005
3, 27084
3, 26970
3, 26970
3, 27345
3, 26919
4, 29283
4, 29425
4, 28024
4, 30270
4, 35953
4, 27732
4, 27969
4, 28069
4, 27088
4, 27635
4, 27141
4, 27124
4, 26911
4, 27544
4, 27052
4, 26955
4, 27106
4, 26930
4, 26898
4, 26936
4, 27060
4, 26853
4, 26845
4, 26749
4, 27436
4, 26841
4, 26913
4, 26786
4, 27565
4, 27068
4, 26964
4, 27046
4, 26882
4, 27253
4, 27015
4, 27003
4, 27011
4, 26771
4, 26906
4, 27050
4, 26776
4, 26798
4, 26918
4, 27227
4, 26835
4, 26758
4, 27162
4, 26858
4, 26854
4, 27082
4, 26952
4, 26972
4, 26914
4, 26907
4, 27145
4, 27116
4, 26839
4, 27207
4, 29324
4, 26782
4, 27195
4, 26944
4, 26825
4, 27211
4, 26831
4, 27450
4, 26783
4, 27020
4, 26833
4, 27157
4, 26836
4, 27964
4, 27812
4, 26736
4, 27127
4, 26791
4, 26878
4, 27167
4, 26918
4, 27312
4, 27361
4, 27013
4, 27120
4, 27036
4, 26764
4, 27420
4, 27157
4, 26859
4, 27536
4, 26884
4, 26917
4, 26844
4, 29506
4, 26976
4, 26880
4, 26878
4, 27002
4, 26794
4, 26809
4, 27439
4, 26891
4, 26740
4, 26874
4, 26822
4, 26896
4, 26904
4, 26955
4, 26846
4, 26763
4, 26810
4, 26744
4, 27147
4, 26828
4, 26779
4, 26764
5, 29946
5, 28656
5, 27862
5, 28971
5, 27636
5, 27110
5, 27771
5, 27383
5, 30657
5, 28065
5, 26719
5, 27397
5, 27039
5, 26755
5, 26759
5, 26938
5, 27079
5, 26860
5, 26762
5, 27044
5, 26790
5, 26975
5, 26785
5, 26893
5, 26797
5, 26738
5, 26950
5, 26943
5, 26982
5, 26784
5, 26880
5, 27003
5, 26759
5, 26957
5, 26924
5, 26667
5, 27031
5, 26880
5, 27134
5, 26693
5, 26945
5, 26752
5, 26649
5, 27173
5, 26850
5, 26828
5, 26917
5, 26849
5, 26735
5, 26883
5, 26904
5, 26727
5, 26981
5, 26898
5, 27157
5, 27273
5, 28975
5, 27581
5, 26983
5, 27047
5, 26759
5, 27040
5, 27392
5, 26738
5, 26640
5, 26858
5, 26721
5, 26829
5, 26703
5, 26985
5, 27258
5, 26846
5, 26816
5, 27740
5, 26834
5, 26834
5, 27386
5, 26849
5, 26863
5, 27651
5, 26976
5, 26847
5, 26769
5, 26790
5, 26746
5, 26705
5, 26692
5, 27166
5, 26679
5, 26736
5, 29133
5, 26909
5, 27284
5, 26908
5, 27090
5, 27434
5, 26705
5, 27795
5, 26738
5, 26627
5, 26731
5, 26815
5, 26792
5, 26974
5, 26719
5, 26871
5, 26821
5, 27346
5, 27496
5, 26680
5, 26799
5, 26981
5, 26752
6, 27083
6, 30395
6, 31440
6, 27174
6, 27442
6, 26729
6, 28140
6, 26991
6, 26668
6, 26702
6, 26946
6, 26705
6, 26647
6, 26739
6, 27078
6, 26881
6, 26651
6, 27719
6, 26642
6, 26646
6, 26730
6, 26598
6, 26827
6, 26676
6, 26811
6, 26813
6, 26581
6, 27157
6, 26648
6, 26742
6, 26607
6, 26750
6, 26659
6, 26792
6, 27185
6, 26586
6, 26653
6, 26621
6, 27734
6, 26962
6, 26561
6, 26730
6, 26551
6, 26551
6, 26741
6, 26958
6, 26987
6, 26724
