0, -210
1, -41
2, -77
3, 152
4, 88
5, -50
6, -65
7, -86
8, -157
9, -77
10, 29
11, -107
12, -178
13, -27
14, -51
15, -175
16, -429
17, -614
18, -51
19, -64
20, -29
21, -654
22, 11
23, -24
24, -61
25, -61
26, -96
27, -258
28, 102
29, 103
30, 151
31, 46
32, 163
33, 115
34, 137
35, 113
36, 70
37, 54
38, 118
39, 206
40, 110
41, 200
42, -18
43, 3
44, 2
45, 28
46, -140
47, 4
48, 43
49, 202
50, 53
51, -5
52, 82
53, 118
54, -27
55, 86
56, -205
57, 23
58, 158
59, 21
60, -322
61, -137
62, -172
63, -369
64, -430
65, -259
66, -162
67, -259
68, -176
69, -322
70, -81
71, -244
72, -268
73, -163
74, 7
75, -359
76, -285
77, -186
78, 77
79, -59
80, -466
81, -113
82, -112
83, -71
84, -251
85, -322
86, 193
87, 105
88, -250
89, -476
90, -1124
91, -674
92, -596
93, -378
94, -421
95, -626
96, -400
97, -473
98, -119
99, -465
100, -572
