0, 27
1, 0
2, 0
3, 1
4, 0
5, 1
6, 0
7, 1
8, 2
9, 0
10, 1
11, 0
12, 0
13, 0
14, 1
15, 0
16, -2
17, -1
18, -2
19, -2
20, -2
21, -2
22, -1
23, -3
24, -3
25, -4
26, -4
27, -1
28, -3
29, -5
30, -6
31, -4
32, -7
33, -7
34, -4
35, -3
36, -4
37, 1
38, -2
39, -1
40, -3
41, -5
42, -4
43, -1
44, -1
45, -2
46, -2
47, -2
48, -2
49, 0
50, 0
51, 2
52, 1
53, -1
54, -5
55, -2
56, -5
57, -2
58, -4
59, -5
60, -4
61, -1
62, -6
63, -1
64, -3
65, -2
66, -6
67, -5
68, -1
69, -4
70, -4
71, -2
72, -4
73, -2
74, -2
75, -2
76, 7
77, -2
78, -3
79, 1
80, 0
81, -2
82, 1
83, -1
84, 0
85, -1
86, 1
87, 1
88, 1
89, 1
90, 1
91, 1
92, 1
